name,file,sourceUrl
Black Stag,Black_Stag.png,https://static.wikia.nocookie.net/tibia/images/6/63/Black_Stag.gif/revision/latest?cb=20141218231845&path-prefix=en
Blackpelt,Blackpelt.png,https://static.wikia.nocookie.net/tibia/images/d/de/Blackpelt.gif/revision/latest?cb=20141218232847&path-prefix=en
Blazebringer,Blazebringer.png,https://static.wikia.nocookie.net/tibia/images/e/ea/Blazebringer.gif/revision/latest?cb=20140123150543&path-prefix=en
Blazing Unicorn,Blazing_Unicorn.png,https://static.wikia.nocookie.net/tibia/images/d/d4/Blazing_Unicorn.gif/revision/latest?cb=20170828040310&path-prefix=en
Bloodcurl,Bloodcurl.png,https://static.wikia.nocookie.net/tibia/images/a/a3/Bloodcurl.gif/revision/latest?cb=20160309192050&path-prefix=en
Blue Rolling Barrel,Blue_Rolling_Barrel.png,https://static.wikia.nocookie.net/tibia/images/2/27/Blue_Rolling_Barrel.gif/revision/latest?cb=20191127192934&path-prefix=en
Bog Tyrant,Bog_Tyrant.png,https://static.wikia.nocookie.net/tibia/images/8/89/Bog_Tyrant.gif/revision/latest?cb=20240517143307&path-prefix=en
Bogwurm,Bogwurm.png,https://static.wikia.nocookie.net/tibia/images/8/89/Bogwurm.gif/revision/latest?cb=20210910112742&path-prefix=en
Boisterous Bull,Boisterous_Bull.png,https://static.wikia.nocookie.net/tibia/images/2/22/Boisterous_Bull.gif/revision/latest?cb=20230807224336&path-prefix=en
Boreal Owl,Boreal_Owl.png,https://static.wikia.nocookie.net/tibia/images/4/47/Boreal_Owl.gif/revision/latest?cb=20180914123723&path-prefix=en
Brass Speckled Koi,Brass_Speckled_Koi.png,https://static.wikia.nocookie.net/tibia/images/3/36/Brass_Speckled_Koi.gif/revision/latest?cb=20221125092409&path-prefix=en
Bright Percht Sleigh,Bright_Percht_Sleigh.png,https://static.wikia.nocookie.net/tibia/images/8/89/Bright_Percht_Sleigh.gif/revision/latest?cb=20200127213551&path-prefix=en
Bright Percht Sleigh Variant,Bright_Percht_Sleigh_Variant.png,https://static.wikia.nocookie.net/tibia/images/0/03/Bright_Percht_Sleigh_Variant.gif/revision/latest?cb=20200127213826&path-prefix=en
Bumblebee,Bumblebee.png,https://static.wikia.nocookie.net/tibia/images/9/92/Bumblebee.gif/revision/latest?cb=20240625123054&path-prefix=en
Bunny Dray,Bunny_Dray.png,https://static.wikia.nocookie.net/tibia/images/1/1a/Bunny_Dray.gif/revision/latest?cb=20190412004553&path-prefix=en
Caped Snowman,Caped_Snowman.png,https://static.wikia.nocookie.net/tibia/images/8/89/Caped_Snowman.gif/revision/latest?cb=20190104131008&path-prefix=en
Carpacosaurus,Carpacosaurus.png,https://static.wikia.nocookie.net/tibia/images/b/b1/Carpacosaurus.gif/revision/latest?cb=20140725130426&path-prefix=en
Cave Tarantula,Cave_Tarantula.png,https://static.wikia.nocookie.net/tibia/images/c/c4/Cave_Tarantula.gif/revision/latest?cb=20171031120301&path-prefix=en
Cerberus Champion,Cerberus_Champion.png,https://static.wikia.nocookie.net/tibia/images/0/0d/Cerberus_Champion.gif/revision/latest?cb=20190521182212&path-prefix=en
Cinderhoof,Cinderhoof.png,https://static.wikia.nocookie.net/tibia/images/b/bb/Cinderhoof.gif/revision/latest?cb=20151225154725&path-prefix=en
Cinnamon Ibex,Cinnamon_Ibex.png,https://static.wikia.nocookie.net/tibia/images/0/02/Cinnamon_Ibex.gif/revision/latest?cb=20220513094727&path-prefix=en
Cold Percht Sleigh,Cold_Percht_Sleigh.png,https://static.wikia.nocookie.net/tibia/images/3/30/Cold_Percht_Sleigh.gif/revision/latest?cb=20200127213552&path-prefix=en
Cold Percht Sleigh Variant,Cold_Percht_Sleigh_Variant.png,https://static.wikia.nocookie.net/tibia/images/1/17/Cold_Percht_Sleigh_Variant.gif/revision/latest?cb=20200127213829&path-prefix=en
Cony Cart,Cony_Cart.png,https://static.wikia.nocookie.net/tibia/images/f/f3/Cony_Cart.gif/revision/latest?cb=20190412004555&path-prefix=en
Copper Fly,Copper_Fly.png,https://static.wikia.nocookie.net/tibia/images/5/5b/Copper_Fly.gif/revision/latest?cb=20190523172704&path-prefix=en
Coral Rhea,Coral_Rhea.png,https://static.wikia.nocookie.net/tibia/images/0/05/Coral_Rhea.gif/revision/latest?cb=20200708131409&path-prefix=en
Coralripper,Coralripper.png,https://static.wikia.nocookie.net/tibia/images/6/63/Coralripper.gif/revision/latest?cb=20150512104653&path-prefix=en
Corpse Phoenix,Corpse_Phoenix.png,https://static.wikia.nocookie.net/tibia/images/b/bb/Corpse_Phoenix.gif/revision/latest?cb=20251103050551&path-prefix=en
Corpsefire Skull,Corpsefire_Skull.png,https://static.wikia.nocookie.net/tibia/images/0/0b/Corpsefire_Skull.gif/revision/latest?cb=20230915083537&path-prefix=en
Cranium Spider,Cranium_Spider.png,https://static.wikia.nocookie.net/tibia/images/1/19/Cranium_Spider.gif/revision/latest?cb=20171031120607&path-prefix=en
Crimson Fang,Crimson_Fang.png,https://static.wikia.nocookie.net/tibia/images/b/b2/Crimson_Fang.gif/revision/latest?cb=20240517143307&path-prefix=en
Crimson Ray,Crimson_Ray.png,https://static.wikia.nocookie.net/tibia/images/b/bf/Crimson_Ray.gif/revision/latest?cb=20140215164655&path-prefix=en
Crystal Wolf (Mount),Crystal_Wolf_(Mount).png,https://static.wikia.nocookie.net/tibia/images/f/f2/Crystal_Wolf_%28Mount%29.gif/revision/latest?cb=20140214233440&path-prefix=en
Cunning Hyaena,Cunning_Hyaena.png,https://static.wikia.nocookie.net/tibia/images/3/38/Cunning_Hyaena.gif/revision/latest?cb=20200710120646&path-prefix=en
Dandelion,Dandelion.png,https://static.wikia.nocookie.net/tibia/images/8/88/Dandelion.gif/revision/latest?cb=20210611205646&path-prefix=en
Dark Percht Sleigh,Dark_Percht_Sleigh.png,https://static.wikia.nocookie.net/tibia/images/9/93/Dark_Percht_Sleigh.gif/revision/latest?cb=20200127213553&path-prefix=en
Dark Percht Sleigh Variant,Dark_Percht_Sleigh_Variant.png,https://static.wikia.nocookie.net/tibia/images/f/fa/Dark_Percht_Sleigh_Variant.gif/revision/latest?cb=20200127213831&path-prefix=en
Darkfire Devourer,Darkfire_Devourer.png,https://static.wikia.nocookie.net/tibia/images/f/f0/Darkfire_Devourer.gif/revision/latest?cb=20230711040325&path-prefix=en
Dawn Strayer,Dawn_Strayer.png,https://static.wikia.nocookie.net/tibia/images/3/39/Dawn_Strayer.gif/revision/latest?cb=20200117204833&path-prefix=en
Dawnbringer Pegasus,Dawnbringer_Pegasus.png,https://static.wikia.nocookie.net/tibia/images/e/ef/Dawnbringer_Pegasus.gif/revision/latest?cb=20240225123438&path-prefix=en
Death Crawler,Death_Crawler.png,https://static.wikia.nocookie.net/tibia/images/b/be/Death_Crawler.gif/revision/latest?cb=20140723165903&path-prefix=en
Death Phoenix,Death_Phoenix.png,https://static.wikia.nocookie.net/tibia/images/7/77/Death_Phoenix.gif/revision/latest?cb=20251103050552&path-prefix=en
Desert King,Desert_King.png,https://static.wikia.nocookie.net/tibia/images/b/b0/Desert_King.gif/revision/latest?cb=20140215170425&path-prefix=en
Donkey,Donkey.png,https://static.wikia.nocookie.net/tibia/images/2/24/Donkey.gif/revision/latest?cb=20140214233557&path-prefix=en
Doom Skull,Doom_Skull.png,https://static.wikia.nocookie.net/tibia/images/1/14/Doom_Skull.gif/revision/latest?cb=20230915083335&path-prefix=en
Doombringer,Doombringer.png,https://static.wikia.nocookie.net/tibia/images/7/7d/Doombringer.gif/revision/latest?cb=20141205144634&path-prefix=en
Dragonling (Mount),Dragonling_(Mount).png,https://static.wikia.nocookie.net/tibia/images/5/51/Dragonling_%28Mount%29.gif/revision/latest?cb=20140215163101&path-prefix=en
Draptor (Mount),Draptor_(Mount).png,https://static.wikia.nocookie.net/tibia/images/b/b5/Draptor_%28Mount%29.gif/revision/latest?cb=20140123150609&path-prefix=en
Dreadhare,Dreadhare.png,https://static.wikia.nocookie.net/tibia/images/2/23/Dreadhare.gif/revision/latest?cb=20170105185300&path-prefix=en
Dromedary (Mount),Dromedary_(Mount).png,https://static.wikia.nocookie.net/tibia/images/f/f4/Dromedary_%28Mount%29.gif/revision/latest?cb=20140214233651&path-prefix=en
Dusk Pryer,Dusk_Pryer.png,https://static.wikia.nocookie.net/tibia/images/c/cf/Dusk_Pryer.gif/revision/latest?cb=20200117204834&path-prefix=en
Ebony Tiger,Ebony_Tiger.png,https://static.wikia.nocookie.net/tibia/images/1/10/Ebony_Tiger.gif/revision/latest?cb=20180608225346&path-prefix=en
Ember Saurian,Ember_Saurian.png,https://static.wikia.nocookie.net/tibia/images/2/2b/Ember_Saurian.gif/revision/latest?cb=20170513064048&path-prefix=en
Emerald Raven,Emerald_Raven.png,https://static.wikia.nocookie.net/tibia/images/2/21/Emerald_Raven.gif/revision/latest?cb=20211222154135&path-prefix=en
Emerald Sphinx,Emerald_Sphinx.png,https://static.wikia.nocookie.net/tibia/images/8/88/Emerald_Sphinx.gif/revision/latest?cb=20170923203823&path-prefix=en
Emerald Waccoon,Emerald_Waccoon.png,https://static.wikia.nocookie.net/tibia/images/8/88/Emerald_Waccoon.gif/revision/latest?cb=20150121210537&path-prefix=en
Emperor Deer,Emperor_Deer.png,https://static.wikia.nocookie.net/tibia/images/5/57/Emperor_Deer.gif/revision/latest?cb=20141218232526&path-prefix=en
Ether Badger,Ether_Badger.png,https://static.wikia.nocookie.net/tibia/images/2/2b/Ether_Badger.gif/revision/latest?cb=20190809124036&path-prefix=en
Eventide Nandu,Eventide_Nandu.png,https://static.wikia.nocookie.net/tibia/images/f/fb/Eventide_Nandu.gif/revision/latest?cb=20200708131409&path-prefix=en
Feral Tiger,Feral_Tiger.png,https://static.wikia.nocookie.net/tibia/images/f/fe/Feral_Tiger.gif/revision/latest?cb=20180608225347&path-prefix=en
Festive Mammoth,Festive_Mammoth.png,https://static.wikia.nocookie.net/tibia/images/5/57/Festive_Mammoth.gif/revision/latest?cb=20201127122542&path-prefix=en
Festive Snowman,Festive_Snowman.png,https://static.wikia.nocookie.net/tibia/images/d/de/Festive_Snowman.gif/revision/latest?cb=20190104131007&path-prefix=en
Finished Bright Percht Sleigh,Finished_Bright_Percht_Sleigh.png,https://static.wikia.nocookie.net/tibia/images/6/6d/Finished_Bright_Percht_Sleigh.gif/revision/latest?cb=20191229053757&path-prefix=en
Finished Cold Percht Sleigh,Finished_Cold_Percht_Sleigh.png,https://static.wikia.nocookie.net/tibia/images/3/3c/Finished_Cold_Percht_Sleigh.gif/revision/latest?cb=20191229053758&path-prefix=en
Finished Dark Percht Sleigh,Finished_Dark_Percht_Sleigh.png,https://static.wikia.nocookie.net/tibia/images/4/49/Finished_Dark_Percht_Sleigh.gif/revision/latest?cb=20191229053757&path-prefix=en
Flame Bear,Flame_Bear.png,https://static.wikia.nocookie.net/tibia/images/2/24/Flame_Bear.gif/revision/latest?cb=20251224190852&path-prefix=en
Flamesteed,Flamesteed.png,https://static.wikia.nocookie.net/tibia/images/d/d7/Flamesteed.gif/revision/latest?cb=20230329013412&path-prefix=en
Fleeting Knowledge,Fleeting_Knowledge.png,https://static.wikia.nocookie.net/tibia/images/d/d8/Fleeting_Knowledge.gif/revision/latest?cb=20180607184505&path-prefix=en
Flitterkatzen,Flitterkatzen.png,https://static.wikia.nocookie.net/tibia/images/9/9e/Flitterkatzen.gif/revision/latest?cb=20150430142758&path-prefix=en
Floating Augur,Floating_Augur.png,https://static.wikia.nocookie.net/tibia/images/3/38/Floating_Augur.gif/revision/latest?cb=20201127124057&path-prefix=en
Floating Kashmir,Floating_Kashmir.png,https://static.wikia.nocookie.net/tibia/images/4/4e/Floating_Kashmir.gif/revision/latest?cb=20141218232249&path-prefix=en
Floating Sage,Floating_Sage.png,https://static.wikia.nocookie.net/tibia/images/2/20/Floating_Sage.gif/revision/latest?cb=20201127124113&path-prefix=en
Floating Scholar,Floating_Scholar.png,https://static.wikia.nocookie.net/tibia/images/c/c1/Floating_Scholar.gif/revision/latest?cb=20201127124121&path-prefix=en
Flying Divan,Flying_Divan.png,https://static.wikia.nocookie.net/tibia/images/7/7b/Flying_Divan.gif/revision/latest?cb=20141218231202&path-prefix=en
Foxmouse (Mount),Foxmouse_(Mount).png,https://static.wikia.nocookie.net/tibia/images/5/5f/Foxmouse.gif/revision/latest?cb=20230614172703&path-prefix=en
Frostbringer,Frostbringer.png,https://static.wikia.nocookie.net/tibia/images/c/c6/Frostbringer.gif/revision/latest?cb=20230312155540&path-prefix=en
Frostflare,Frostflare.png,https://static.wikia.nocookie.net/tibia/images/d/da/Frostflare.gif/revision/latest?cb=20151225154835&path-prefix=en
Giant Beaver (Mount),Giant_Beaver_(Mount).png,https://static.wikia.nocookie.net/tibia/images/9/94/Giant_Beaver_%28Mount%29.gif/revision/latest?cb=20220629015917&path-prefix=en
Glacier Vagabond,Glacier_Vagabond.png,https://static.wikia.nocookie.net/tibia/images/4/47/Glacier_Vagabond.gif/revision/latest?cb=20141130165344&path-prefix=en
Glacier Wyrm,Glacier_Wyrm.png,https://static.wikia.nocookie.net/tibia/images/3/3d/Glacier_Wyrm.gif/revision/latest?cb=20240517143308&path-prefix=en
Gloom Maw (Mount),Gloom_Maw_(Mount).png,https://static.wikia.nocookie.net/tibia/images/3/34/Gloom_Maw_%28Mount%29.gif/revision/latest?cb=20250629003230&path-prefix=en
Gloom Widow,Gloom_Widow.png,https://static.wikia.nocookie.net/tibia/images/f/f8/Gloom_Widow.gif/revision/latest?cb=20171031120626&path-prefix=en
Gloomwurm,Gloomwurm.png,https://static.wikia.nocookie.net/tibia/images/c/ce/Gloomwurm.gif/revision/latest?cb=20210910112829&path-prefix=en
Glooth Glider,Glooth_Glider.png,https://static.wikia.nocookie.net/tibia/images/2/20/Glooth_Glider.gif/revision/latest?cb=20190523171046&path-prefix=en
Gloothomotive,Gloothomotive.png,https://static.wikia.nocookie.net/tibia/images/f/f7/Gloothomotive.gif/revision/latest?cb=20220107174205&path-prefix=en
Gnarlhound (Mount),Gnarlhound_(Mount).png,https://static.wikia.nocookie.net/tibia/images/c/cd/Gnarlhound_%28Mount%29.gif/revision/latest?cb=20140215163221&path-prefix=en
Gold Sphinx,Gold_Sphinx.png,https://static.wikia.nocookie.net/tibia/images/2/2a/Gold_Sphinx.gif/revision/latest?cb=20170923204248&path-prefix=en
Golden Dragonfly,Golden_Dragonfly.png,https://static.wikia.nocookie.net/tibia/images/f/f0/Golden_Dragonfly.gif/revision/latest?cb=20190523172701&path-prefix=en
Gorgon Hydra,Gorgon_Hydra.png,https://static.wikia.nocookie.net/tibia/images/b/b4/Gorgon_Hydra.gif/revision/latest?cb=20231124203000&path-prefix=en
Gorongra,Gorongra.png,https://static.wikia.nocookie.net/tibia/images/d/de/Gorongra.gif/revision/latest?cb=20150711000751&path-prefix=en
Green Rolling Barrel,Green_Rolling_Barrel.png,https://static.wikia.nocookie.net/tibia/images/8/8a/Green_Rolling_Barrel.gif/revision/latest?cb=20191127192934&path-prefix=en
Gryphon (Mount),Gryphon_(Mount).png,https://static.wikia.nocookie.net/tibia/images/d/db/Gryphon_%28Mount%29.gif/revision/latest?cb=20190701195201&path-prefix=en
Hailstorm Fury,Hailstorm_Fury.png,https://static.wikia.nocookie.net/tibia/images/5/50/Hailstorm_Fury.gif/revision/latest?cb=20141205144113&path-prefix=en
Haze,Haze.png,https://static.wikia.nocookie.net/tibia/images/d/d8/Haze.gif/revision/latest?cb=20191115184954&path-prefix=en
Hibernal Moth (Mount),Hibernal_Moth_(Mount).png,https://static.wikia.nocookie.net/tibia/images/c/ca/Hibernal_Moth_%28Mount%29.gif/revision/latest?cb=20181108110504&path-prefix=en
Highland Yak,Highland_Yak.png,https://static.wikia.nocookie.net/tibia/images/b/b1/Highland_Yak.gif/revision/latest?cb=20141130165345&path-prefix=en
Holiday Mammoth,Holiday_Mammoth.png,https://static.wikia.nocookie.net/tibia/images/4/45/Holiday_Mammoth.gif/revision/latest?cb=20201127122558&path-prefix=en
Hyacinth (Mount),Hyacinth_(Mount).png,https://static.wikia.nocookie.net/tibia/images/5/5f/Hyacinth_%28Mount%29.gif/revision/latest?cb=20210611205647&path-prefix=en
Icebreacher,Icebreacher.png,https://static.wikia.nocookie.net/tibia/images/0/02/Icebreacher.gif/revision/latest?cb=20230312155542&path-prefix=en
Ink Spotted Koi,Ink_Spotted_Koi.png,https://static.wikia.nocookie.net/tibia/images/9/92/Ink_Spotted_Koi.gif/revision/latest?cb=20221125092410&path-prefix=en
Ironblight (Mount),Ironblight_(Mount).png,https://static.wikia.nocookie.net/tibia/images/1/12/Ironblight_%28Mount%29.gif/revision/latest?cb=20140215163122&path-prefix=en
Ivory Fang,Ivory_Fang.png,https://static.wikia.nocookie.net/tibia/images/6/6c/Ivory_Fang.gif/revision/latest?cb=20161009065253&path-prefix=en
Jackalope,Jackalope.png,https://static.wikia.nocookie.net/tibia/images/1/12/Jackalope.gif/revision/latest?cb=20170105185229&path-prefix=en
Jade Lion,Jade_Lion.png,https://static.wikia.nocookie.net/tibia/images/8/85/Jade_Lion.gif/revision/latest?cb=20140723165242&path-prefix=en
Jade Pincer,Jade_Pincer.png,https://static.wikia.nocookie.net/tibia/images/a/a4/Jade_Pincer.gif/revision/latest?cb=20140723170446&path-prefix=en
Jade Shrine,Jade_Shrine.png,https://static.wikia.nocookie.net/tibia/images/9/98/Jade_Shrine.gif/revision/latest?cb=20220311110524&path-prefix=en
Jousting Eagle,Jousting_Eagle.png,https://static.wikia.nocookie.net/tibia/images/1/19/Jousting_Eagle.gif/revision/latest?cb=20190521182213&path-prefix=en
Jousting Horse,Jousting_Horse.png,https://static.wikia.nocookie.net/tibia/images/6/66/Jousting_Horse.gif/revision/latest?cb=20220818160915&path-prefix=en
Jungle Saurian,Jungle_Saurian.png,https://static.wikia.nocookie.net/tibia/images/6/6d/Jungle_Saurian.gif/revision/latest?cb=20170513064054&path-prefix=en
Jungle Tiger,Jungle_Tiger.png,https://static.wikia.nocookie.net/tibia/images/0/08/Jungle_Tiger.gif/revision/latest?cb=20180608225347&path-prefix=en
Kingly Deer,Kingly_Deer.png,https://static.wikia.nocookie.net/tibia/images/0/07/Kingly_Deer.gif/revision/latest?cb=20140214234139&path-prefix=en
Krakoloss,Krakoloss.png,https://static.wikia.nocookie.net/tibia/images/b/b7/Krakoloss.gif/revision/latest?cb=20201029121810&path-prefix=en
Lacewing Moth (Mount),Lacewing_Moth_(Mount).png,https://static.wikia.nocookie.net/tibia/images/9/92/Lacewing_Moth_%28Mount%29.gif/revision/latest?cb=20181108005605&path-prefix=en
Lady Bug,Lady_Bug.png,https://static.wikia.nocookie.net/tibia/images/c/c9/Lady_Bug.gif/revision/latest?cb=20141219153248&path-prefix=en
Lagoon Saurian,Lagoon_Saurian.png,https://static.wikia.nocookie.net/tibia/images/b/bd/Lagoon_Saurian.gif/revision/latest?cb=20170513064101&path-prefix=en
Leaf Locust,Leaf_Locust.png,https://static.wikia.nocookie.net/tibia/images/c/c3/Leaf_Locust.gif/revision/latest?cb=20250221103504&path-prefix=en
Leafscuttler,Leafscuttler.png,https://static.wikia.nocookie.net/tibia/images/7/71/Leafscuttler.gif/revision/latest?cb=20160309192114&path-prefix=en
Magic Carpet (Mount),Magic_Carpet_(Mount).png,https://static.wikia.nocookie.net/tibia/images/1/16/Magic_Carpet_%28Mount%29.gif/revision/latest?cb=20141218231420&path-prefix=en
Magma Crawler (Mount),Magma_Crawler_(Mount).png,https://static.wikia.nocookie.net/tibia/images/2/26/Magma_Crawler_%28Mount%29.gif/revision/latest?cb=20140215163142&path-prefix=en
Magma Skull,Magma_Skull.png,https://static.wikia.nocookie.net/tibia/images/6/6b/Magma_Skull.gif/revision/latest?cb=20230915083440&path-prefix=en
Manta Ray (Mount),Manta_Ray_(Mount).png,https://static.wikia.nocookie.net/tibia/images/2/22/Manta_Ray_%28Mount%29.gif/revision/latest?cb=20140829205932&path-prefix=en
Marsh Toad,Marsh_Toad.png,https://static.wikia.nocookie.net/tibia/images/9/93/Marsh_Toad.gif/revision/latest?cb=20180313130538&path-prefix=en
Merry Mammoth,Merry_Mammoth.png,https://static.wikia.nocookie.net/tibia/images/1/1f/Merry_Mammoth.gif/revision/latest?cb=20201127122612&path-prefix=en
Midnight Panther (Mount),Midnight_Panther_(Mount).png,https://static.wikia.nocookie.net/tibia/images/1/1f/Midnight_Panther_%28Mount%29.gif/revision/latest?cb=20140123150659&path-prefix=en
Mint Ibex,Mint_Ibex.png,https://static.wikia.nocookie.net/tibia/images/7/77/Mint_Ibex.gif/revision/latest?cb=20220513094753&path-prefix=en
Mole (Mount),Mole_(Mount).png,https://static.wikia.nocookie.net/tibia/images/0/09/Mole_%28Mount%29.gif/revision/latest?cb=20171113121340&path-prefix=en
Mould Shell,Mould_Shell.png,https://static.wikia.nocookie.net/tibia/images/1/1a/Mould_Shell.gif/revision/latest?cb=20160610181314&path-prefix=en
Mouldpincer,Mouldpincer.png,https://static.wikia.nocookie.net/tibia/images/8/88/Mouldpincer.gif/revision/latest?cb=20160309191958&path-prefix=en
Mounts,Mounts.png,https://static.wikia.nocookie.net/tibia/images/d/da/Alpha_Demonosaur.gif/revision/latest?cb=20250609070219&path-prefix=en
Muffled Snowman,Muffled_Snowman.png,https://static.wikia.nocookie.net/tibia/images/a/a4/Muffled_Snowman.gif/revision/latest?cb=20190104131007&path-prefix=en
Mutated Abomination,Mutated_Abomination.png,https://static.wikia.nocookie.net/tibia/images/d/df/Mutated_Abomination.gif/revision/latest?cb=20221110001716&path-prefix=en
Mystic Jaguar (Mount),Mystic_Jaguar_(Mount).png,https://static.wikia.nocookie.net/tibia/images/f/f8/Mystic_Jaguar_%28Mount%29.gif/revision/latest?cb=20231120195533&path-prefix=en
Mystic Raven,Mystic_Raven.png,https://static.wikia.nocookie.net/tibia/images/b/b2/Mystic_Raven.gif/revision/latest?cb=20211222154147&path-prefix=en
Neon Sparkid,Neon_Sparkid.png,https://static.wikia.nocookie.net/tibia/images/3/30/Neon_Sparkid.gif/revision/latest?cb=20160526072617&path-prefix=en
Nethersteed,Nethersteed.png,https://static.wikia.nocookie.net/tibia/images/6/60/Nethersteed.gif/revision/latest?cb=20140723171319&path-prefix=en
Night Locust,Night_Locust.png,https://static.wikia.nocookie.net/tibia/images/a/af/Night_Locust.gif/revision/latest?cb=20250221103503&path-prefix=en
Night Waccoon,Night_Waccoon.png,https://static.wikia.nocookie.net/tibia/images/b/b7/Night_Waccoon.gif/revision/latest?cb=20150121210308&path-prefix=en
Nightdweller,Nightdweller.png,https://static.wikia.nocookie.net/tibia/images/a/a5/Nightdweller.gif/revision/latest?cb=20151225154930&path-prefix=en
Nightmarish Crocovile,Nightmarish_Crocovile.png,https://static.wikia.nocookie.net/tibia/images/c/c7/Nightmarish_Crocovile.gif/revision/latest?cb=20190510134811&path-prefix=en
Nightstinger,Nightstinger.png,https://static.wikia.nocookie.net/tibia/images/e/e5/Nightstinger.gif/revision/latest?cb=20150930225629&path-prefix=en
Noble Lion (Mount),Noble_Lion_(Mount).png,https://static.wikia.nocookie.net/tibia/images/5/54/Noble_Lion_%28Mount%29.gif/revision/latest?cb=20140215170405&path-prefix=en
Noctungra,Noctungra.png,https://static.wikia.nocookie.net/tibia/images/0/04/Noctungra.gif/revision/latest?cb=20150711000800&path-prefix=en
Obsidian Shrine,Obsidian_Shrine.png,https://static.wikia.nocookie.net/tibia/images/6/64/Obsidian_Shrine.gif/revision/latest?cb=20220311110506&path-prefix=en
Obstinate Ox,Obstinate_Ox.png,https://static.wikia.nocookie.net/tibia/images/7/76/Obstinate_Ox.gif/revision/latest?cb=20230807224359&path-prefix=en
Pallbearer,Pallbearer.png,https://static.wikia.nocookie.net/tibia/images/2/2c/Pallbearer.gif/revision/latest?cb=20250221103952&path-prefix=en
Parade Horse,Parade_Horse.png,https://static.wikia.nocookie.net/tibia/images/9/93/Parade_Horse.gif/revision/latest?cb=20220818160918&path-prefix=en
Pearl Locust,Pearl_Locust.png,https://static.wikia.nocookie.net/tibia/images/1/11/Pearl_Locust.gif/revision/latest?cb=20250221103502&path-prefix=en
Pegasus,Pegasus.png,https://static.wikia.nocookie.net/tibia/images/9/92/Pegasus.gif/revision/latest?cb=20240608220436&path-prefix=en
Peony,Peony.png,https://static.wikia.nocookie.net/tibia/images/5/52/Peony.gif/revision/latest?cb=20210611205648&path-prefix=en
Phant,Phant.png,https://static.wikia.nocookie.net/tibia/images/a/aa/Phant.gif/revision/latest?cb=20210612035246&path-prefix=en
Phantasmal Jade,Phantasmal_Jade.png,https://static.wikia.nocookie.net/tibia/images/7/7f/Phantasmal_Jade.gif/revision/latest?cb=20200611065109&path-prefix=en
Platesaurian,Platesaurian.png,https://static.wikia.nocookie.net/tibia/images/b/b9/Platesaurian.gif/revision/latest?cb=20140215165232&path-prefix=en
Plumfish,Plumfish.png,https://static.wikia.nocookie.net/tibia/images/b/b4/Plumfish.gif/revision/latest?cb=20150512104709&path-prefix=en
Poisonbane,Poisonbane.png,https://static.wikia.nocookie.net/tibia/images/9/96/Poisonbane.gif/revision/latest?cb=20141218233124&path-prefix=en
Poppy Ibex,Poppy_Ibex.png,https://static.wikia.nocookie.net/tibia/images/d/df/Poppy_Ibex.gif/revision/latest?cb=20220513094807&path-prefix=en
Primal Demonosaur,Primal_Demonosaur.png,https://static.wikia.nocookie.net/tibia/images/8/8c/Primal_Demonosaur.gif/revision/latest?cb=20241122224547&path-prefix=en
