name,file,sourceUrl
Beggar Outfits,Beggar_Outfits.png,https://static.wikia.nocookie.net/tibia/images/0/0d/Outfit_Beggar_Female_Addon_3.gif/revision/latest?cb=20180626161011&path-prefix=en
Blade Dancer Outfits,Blade_Dancer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/b/b6/Outfit_Blade_Dancer_Female_Addon_3.gif/revision/latest?cb=20240517161919&path-prefix=en
Breezy Garb Outfits,Breezy_Garb_Outfits.png,https://static.wikia.nocookie.net/tibia/images/e/e7/Outfit_Breezy_Garb_Female_Addon_3.gif/revision/latest?cb=20190712165133&path-prefix=en
Brotherhood Outfits,Brotherhood_Outfits.png,https://static.wikia.nocookie.net/tibia/images/3/35/Outfit_Brotherhood_Female_Addon_3.gif/revision/latest?cb=20080106220950&path-prefix=en
Cave Explorer Outfits,Cave_Explorer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/8/8e/Outfit_Cave_Explorer_Female_Addon_3.gif/revision/latest?cb=20140905173747&path-prefix=en
Celestial Avenger Outfits,Celestial_Avenger_Outfits.png,https://static.wikia.nocookie.net/tibia/images/9/95/Outfit_Celestial_Avenger_Female_Addon_3.gif/revision/latest?cb=20240225135921&path-prefix=en
Ceremonial Garb Outfits,Ceremonial_Garb_Outfits.png,https://static.wikia.nocookie.net/tibia/images/e/e6/Outfit_Ceremonial_Garb_Female_Addon_3.gif/revision/latest?cb=20150501150811&path-prefix=en
Champion Outfits,Champion_Outfits.png,https://static.wikia.nocookie.net/tibia/images/2/2c/Outfit_Champion_Female_Addon_3.gif/revision/latest?cb=20150501213457&path-prefix=en
Chaos Acolyte Outfits,Chaos_Acolyte_Outfits.png,https://static.wikia.nocookie.net/tibia/images/d/df/Outfit_Chaos_Acolyte_Female_Addon_3.gif/revision/latest?cb=20230730025214&path-prefix=en
Citizen Outfits,Citizen_Outfits.png,https://static.wikia.nocookie.net/tibia/images/a/a2/Outfit_Citizen_Female_Addon_3.gif/revision/latest?cb=20060828193906&path-prefix=en
Citizen of Issavi Outfits,Citizen_of_Issavi_Outfits.png,https://static.wikia.nocookie.net/tibia/images/2/25/Outfit_Citizen_of_Issavi_Female_Addon_3.gif/revision/latest?cb=20210521150844&path-prefix=en
Conjurer Outfits,Conjurer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/8/8b/Outfit_Conjurer_Female_Addon_3.gif/revision/latest?cb=20141015222256&path-prefix=en
Crystal Warlord Outfits,Crystal_Warlord_Outfits.png,https://static.wikia.nocookie.net/tibia/images/3/35/Outfit_Crystal_Warlord_Female_Addon_3.gif/revision/latest?cb=20120627185146&path-prefix=en
Darklight Evoker Outfits,Darklight_Evoker_Outfits.png,https://static.wikia.nocookie.net/tibia/images/7/79/Outfit_Darklight_Evoker_Female_Addon_3.gif/revision/latest?cb=20230729231523&path-prefix=en
Death Herald Outfits,Death_Herald_Outfits.png,https://static.wikia.nocookie.net/tibia/images/4/4c/Outfit_Death_Herald_Female_Addon_3.gif/revision/latest?cb=20150501182818&path-prefix=en
Decaying Defender Outfits,Decaying_Defender_Outfits.png,https://static.wikia.nocookie.net/tibia/images/a/ae/Outfit_Decaying_Defender_Female_Addon_3.gif/revision/latest?cb=20230730030140&path-prefix=en
Deepling Outfits,Deepling_Outfits.png,https://static.wikia.nocookie.net/tibia/images/b/bf/Outfit_Deepling_Female_Addon_3.gif/revision/latest?cb=20111209213155&path-prefix=en
Demon Hunter Outfits,Demon_Hunter_Outfits.png,https://static.wikia.nocookie.net/tibia/images/e/e6/Outfit_Demon_Hunter_Female_Addon_3.gif/revision/latest?cb=20080725214702&path-prefix=en
Demon Outfits,Demon_Outfits.png,https://static.wikia.nocookie.net/tibia/images/f/f6/Outfit_Demon_Female_Addon_3.gif/revision/latest?cb=20121214220313&path-prefix=en
Discoverer Outfits,Discoverer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/3/37/Outfit_Discoverer_Female_Addon_3.gif/revision/latest?cb=20180609031405&path-prefix=en
Doom Knight Outfits,Doom_Knight_Outfits.png,https://static.wikia.nocookie.net/tibia/images/8/8b/Outfit_Doom_Knight_Female_Addon_3.gif/revision/latest?cb=20231222230244&path-prefix=en
Draccoon Herald Outfits,Draccoon_Herald_Outfits.png,https://static.wikia.nocookie.net/tibia/images/4/43/Outfit_Draccoon_Herald_Female_Addon_3.gif/revision/latest?cb=20231115021358&path-prefix=en
Dragon Knight Outfits,Dragon_Knight_Outfits.png,https://static.wikia.nocookie.net/tibia/images/c/c0/Outfit_Dragon_Knight_Female_Addon_3.gif/revision/latest?cb=20210710201020&path-prefix=en
Dragon Slayer Outfits,Dragon_Slayer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/2/23/Outfit_Dragon_Slayer_Female_Addon_3.gif/revision/latest?cb=20200416171815&path-prefix=en
Dream Warden Outfits,Dream_Warden_Outfits.png,https://static.wikia.nocookie.net/tibia/images/6/61/Outfit_Dream_Warden_Female_Addon_3.gif/revision/latest?cb=20131130233716&path-prefix=en
Dream Warrior Outfits,Dream_Warrior_Outfits.png,https://static.wikia.nocookie.net/tibia/images/e/e1/Outfit_Dream_Warrior_Female_Addon_3.gif/revision/latest?cb=20181108185055&path-prefix=en
Druid Outfits,Druid_Outfits.png,https://static.wikia.nocookie.net/tibia/images/3/34/Outfit_Druid_Female_Addon_3.gif/revision/latest?cb=20190809144421&path-prefix=en
Elementalist Outfits,Elementalist_Outfits.png,https://static.wikia.nocookie.net/tibia/images/d/db/Outfit_Elementalist_Female_Addon_3.gif/revision/latest?cb=20110703050053&path-prefix=en
Entrepreneur Outfits,Entrepreneur_Outfits.png,https://static.wikia.nocookie.net/tibia/images/6/6e/Outfit_Entrepreneur_Female_Addon_3.gif/revision/latest?cb=20180801224156&path-prefix=en
Evoker Outfits,Evoker_Outfits.png,https://static.wikia.nocookie.net/tibia/images/d/d1/Outfit_Evoker_Female_Addon_3.gif/revision/latest?cb=20230730032123&path-prefix=en
Falconer Outfits,Falconer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/a/a4/Outfit_Falconer_Female_Addon_3.gif/revision/latest?cb=20191113164107&path-prefix=en
Fencer Outfits,Fencer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/9/95/Outfit_Fencer_Female_Addon_3.gif/revision/latest?cb=20220708172037&path-prefix=en
Feral Trapper Outfits,Feral_Trapper_Outfits.png,https://static.wikia.nocookie.net/tibia/images/e/ec/Outfit_Feral_Trapper_Female_Addon_3.gif/revision/latest?cb=20251126001805&path-prefix=en
Festive Outfits,Festive_Outfits.png,https://static.wikia.nocookie.net/tibia/images/a/ac/Outfit_Festive_Female_Addon_3.gif/revision/latest?cb=20170828165341&path-prefix=en
Field Surgeon Outfits,Field_Surgeon_Outfits.png,https://static.wikia.nocookie.net/tibia/images/4/45/Outfit_Field_Surgeon_Female_Addon_3.gif/revision/latest?cb=20250305173712&path-prefix=en
Fiend Slayer Outfits,Fiend_Slayer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/f/f6/Outfit_Fiend_Slayer_Female_Addon_3.gif/revision/latest?cb=20241105205736&path-prefix=en
Fire-Fighter Outfits,Fire-Fighter_Outfits.png,https://static.wikia.nocookie.net/tibia/images/4/46/Outfit_Fire-Fighter_Female_Addon_3.gif/revision/latest?cb=20230730032315&path-prefix=en
Flamefury Mage Outfits,Flamefury_Mage_Outfits.png,https://static.wikia.nocookie.net/tibia/images/e/e5/Outfit_Flamefury_Mage_Female_Addon_3.gif/revision/latest?cb=20230729230902&path-prefix=en
Forest Warden Outfits,Forest_Warden_Outfits.png,https://static.wikia.nocookie.net/tibia/images/e/e8/Outfit_Forest_Warden_Female_Addon_3.gif/revision/latest?cb=20210517180909&path-prefix=en
Formal Dress Outfits,Formal_Dress_Outfits.png,https://static.wikia.nocookie.net/tibia/images/1/17/Outfit_Formal_Dress_Female_Addon_3.gif/revision/latest?cb=20220107210809&path-prefix=en
Frost Tracer Outfits,Frost_Tracer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/0/09/Outfit_Frost_Tracer_Female_Addon_3.gif/revision/latest?cb=20230730032431&path-prefix=en
Ghost Blade Outfits,Ghost_Blade_Outfits.png,https://static.wikia.nocookie.net/tibia/images/1/13/Outfit_Ghost_Blade_Female_Addon_3.gif/revision/latest?cb=20230730032556&path-prefix=en
Glooth Engineer Outfits,Glooth_Engineer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/d/dc/Outfit_Glooth_Engineer_Female_Addon_3.gif/revision/latest?cb=20140905172419&path-prefix=en
Golden Outfits,Golden_Outfits.png,https://static.wikia.nocookie.net/tibia/images/3/39/Outfit_Golden_Female_Addon_3.gif/revision/latest?cb=20230730033002&path-prefix=en
Grove Keeper Outfits,Grove_Keeper_Outfits.png,https://static.wikia.nocookie.net/tibia/images/6/6f/Outfit_Grove_Keeper_Female_Addon_3.gif/revision/latest?cb=20170925183253&path-prefix=en
Guidon Bearer Outfits,Guidon_Bearer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/b/b6/Outfit_Guidon_Bearer_Female_Addon_3.gif/revision/latest?cb=20190416172359&path-prefix=en
Hand of the Inquisition Outfits,Hand_of_the_Inquisition_Outfits.png,https://static.wikia.nocookie.net/tibia/images/3/39/Outfit_Hand_of_the_Inquisition_Female_Addon_3.gif/revision/latest?cb=20190702023802&path-prefix=en
Herbalist Outfits,Herbalist_Outfits.png,https://static.wikia.nocookie.net/tibia/images/4/49/Outfit_Herbalist_Female_Addon_3.gif/revision/latest?cb=20171014035344&path-prefix=en
Herder Outfits,Herder_Outfits.png,https://static.wikia.nocookie.net/tibia/images/4/4c/Outfit_Herder_Female_Addon_3.gif/revision/latest?cb=20191129122158&path-prefix=en
Hunter Outfits,Hunter_Outfits.png,https://static.wikia.nocookie.net/tibia/images/0/02/Outfit_Hunter_Female_Addon_3.gif/revision/latest?cb=20190809144413&path-prefix=en
Illuminator Outfits,Illuminator_Outfits.png,https://static.wikia.nocookie.net/tibia/images/b/bd/Outfit_Illuminator_Female_Addon_3.gif/revision/latest?cb=20250804110152&path-prefix=en
Insectoid Outfits,Insectoid_Outfits.png,https://static.wikia.nocookie.net/tibia/images/4/43/Outfit_Insectoid_Female_Addon_3.gif/revision/latest?cb=20111211145635&path-prefix=en
Jersey Outfits,Jersey_Outfits.png,https://static.wikia.nocookie.net/tibia/images/c/ca/None.gif/revision/latest?cb=20050621040353&path-prefix=en
Jester Outfits,Jester_Outfits.png,https://static.wikia.nocookie.net/tibia/images/8/85/Outfit_Jester_Female_Addon_3.gif/revision/latest?cb=20071224023710&path-prefix=en
Jouster Outfits,Jouster_Outfits.png,https://static.wikia.nocookie.net/tibia/images/b/ba/Outfit_Jouster_Female_Addon_3.gif/revision/latest?cb=20200714233707&path-prefix=en
Knight Outfits,Knight_Outfits.png,https://static.wikia.nocookie.net/tibia/images/a/a3/Outfit_Knight_Female_Addon_3.gif/revision/latest?cb=20060828194336&path-prefix=en
Lion of War Outfits,Lion_of_War_Outfits.png,https://static.wikia.nocookie.net/tibia/images/f/f9/Outfit_Lion_of_War_Female_Addon_3.gif/revision/latest?cb=20230730034930&path-prefix=en
Lupine Warden Outfits,Lupine_Warden_Outfits.png,https://static.wikia.nocookie.net/tibia/images/7/7f/Outfit_Lupine_Warden_Female_Addon_3.gif/revision/latest?cb=20160917074954&path-prefix=en
Mage Outfits,Mage_Outfits.png,https://static.wikia.nocookie.net/tibia/images/1/1a/Outfit_Mage_Female_Addon_3.gif/revision/latest?cb=20070321024907&path-prefix=en
Makeshift Warrior Outfits,Makeshift_Warrior_Outfits.png,https://static.wikia.nocookie.net/tibia/images/3/39/Outfit_Makeshift_Warrior_Female_Addon_3.gif/revision/latest?cb=20180130124446&path-prefix=en
Martial Artist Outfits,Martial_Artist_Outfits.png,https://static.wikia.nocookie.net/tibia/images/0/0f/Outfit_Martial_Artist_Female_Addon_3.gif/revision/latest?cb=20250503130540&path-prefix=en
Mercenary Outfits,Mercenary_Outfits.png,https://static.wikia.nocookie.net/tibia/images/a/ae/Outfit_Mercenary_Female_Addon_3.gif/revision/latest?cb=20180412135622&path-prefix=en
Merry Garb Outfits,Merry_Garb_Outfits.png,https://static.wikia.nocookie.net/tibia/images/d/d4/Outfit_Merry_Garb_Female_Addon_3.gif/revision/latest?cb=20201222172231&path-prefix=en
Monk Outfits,Monk_Outfits.png,https://static.wikia.nocookie.net/tibia/images/a/ad/Outfit_Monk_Female_Addon_3.gif/revision/latest?cb=20250303110019&path-prefix=en
Moth Cape Outfits,Moth_Cape_Outfits.png,https://static.wikia.nocookie.net/tibia/images/b/b3/Outfit_Moth_Cape_Female_Addon_3.gif/revision/latest?cb=20200911132944&path-prefix=en
Necromancer Outfits,Necromancer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/0/0d/Outfit_Necromancer_Female_Addon_3.gif/revision/latest?cb=20251103131610&path-prefix=en
Newly Wed Outfits,Newly_Wed_Outfits.png,https://static.wikia.nocookie.net/tibia/images/c/ca/None.gif/revision/latest?cb=20050621040353&path-prefix=en
Nightmare Outfits,Nightmare_Outfits.png,https://static.wikia.nocookie.net/tibia/images/e/ef/Outfit_Nightmare_Female_Addon_3.gif/revision/latest?cb=20180710153201&path-prefix=en
Nobleman Outfits,Nobleman_Outfits.png,https://static.wikia.nocookie.net/tibia/images/d/d6/Outfit_Nobleman_Female_Addon_3.gif/revision/latest?cb=20060829001715&path-prefix=en
Nordic Chieftain Outfits,Nordic_Chieftain_Outfits.png,https://static.wikia.nocookie.net/tibia/images/f/f6/Outfit_Nordic_Chieftain_Female_Addon_3.gif/revision/latest?cb=20220408140835&path-prefix=en
Norseman Outfits,Norseman_Outfits.png,https://static.wikia.nocookie.net/tibia/images/2/26/Outfit_Norseman_Female_Addon_3.gif/revision/latest?cb=20191231152831&path-prefix=en
Orcsoberfest Garb Outfits,Orcsoberfest_Garb_Outfits.png,https://static.wikia.nocookie.net/tibia/images/2/28/Outfit_Orcsoberfest_Garb_Female_Addon_3.gif/revision/latest?cb=20191127184311&path-prefix=en
Oriental Outfits,Oriental_Outfits.png,https://static.wikia.nocookie.net/tibia/images/a/aa/Outfit_Oriental_Female_Addon_3.gif/revision/latest?cb=20060829022647&path-prefix=en
Owl Keeper Outfits,Owl_Keeper_Outfits.png,https://static.wikia.nocookie.net/tibia/images/1/13/Outfit_Owl_Keeper_Female_Addon_3.gif/revision/latest?cb=20190206130721&path-prefix=en
Percht Raider Outfits,Percht_Raider_Outfits.png,https://static.wikia.nocookie.net/tibia/images/e/ed/Outfit_Percht_Raider_Female_Addon_3.gif/revision/latest?cb=20181227220739&path-prefix=en
Pharaoh Outfits,Pharaoh_Outfits.png,https://static.wikia.nocookie.net/tibia/images/4/4a/Outfit_Pharaoh_Female_Addon_3.gif/revision/latest?cb=20170925221742&path-prefix=en
Philosopher Outfits,Philosopher_Outfits.png,https://static.wikia.nocookie.net/tibia/images/f/f4/Outfit_Philosopher_Female_Addon_3.gif/revision/latest?cb=20160319165059&path-prefix=en
Phoenix Evoker Outfits,Phoenix_Evoker_Outfits.png,https://static.wikia.nocookie.net/tibia/images/5/55/Outfit_Phoenix_Evoker_Female_Addon_3.gif/revision/latest?cb=20251224190418&path-prefix=en
Pirate Outfits,Pirate_Outfits.png,https://static.wikia.nocookie.net/tibia/images/4/4f/Outfit_Pirate_Female_Addon_3.gif/revision/latest?cb=20060830023116&path-prefix=en
Poltergeist Outfits,Poltergeist_Outfits.png,https://static.wikia.nocookie.net/tibia/images/5/57/Outfit_Poltergeist_Female_Addon_3.gif/revision/latest?cb=20191114142115&path-prefix=en
Pumpkin Mummy Outfits,Pumpkin_Mummy_Outfits.png,https://static.wikia.nocookie.net/tibia/images/d/d9/Outfit_Pumpkin_Mummy_Female_Addon_3.gif/revision/latest?cb=20181019132105&path-prefix=en
Puppeteer Outfits,Puppeteer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/8/8c/Outfit_Puppeteer_Female_Addon_3.gif/revision/latest?cb=20150507230723&path-prefix=en
Ranger Outfits,Ranger_Outfits.png,https://static.wikia.nocookie.net/tibia/images/0/07/Outfit_Ranger_Female_Addon_3.gif/revision/latest?cb=20150501214752&path-prefix=en
Rascoohan Outfits,Rascoohan_Outfits.png,https://static.wikia.nocookie.net/tibia/images/d/df/Outfit_Rascoohan_Female_Addon_3.gif/revision/latest?cb=20201105161620&path-prefix=en
Recruiter Outfits,Recruiter_Outfits.png,https://static.wikia.nocookie.net/tibia/images/d/d9/Outfit_Recruiter_Female_Addon_3.gif/revision/latest?cb=20150812091738&path-prefix=en
Retro Citizen Outfits,Retro_Citizen_Outfits.png,https://static.wikia.nocookie.net/tibia/images/c/ca/None.gif/revision/latest?cb=20050621040353&path-prefix=en
Retro Hunter Outfits,Retro_Hunter_Outfits.png,https://static.wikia.nocookie.net/tibia/images/c/ca/None.gif/revision/latest?cb=20050621040353&path-prefix=en
Retro Knight Outfits,Retro_Knight_Outfits.png,https://static.wikia.nocookie.net/tibia/images/c/ca/None.gif/revision/latest?cb=20050621040353&path-prefix=en
Retro Mage Outfits,Retro_Mage_Outfits.png,https://static.wikia.nocookie.net/tibia/images/c/ca/None.gif/revision/latest?cb=20050621040353&path-prefix=en
Retro Nobleman Outfits,Retro_Nobleman_Outfits.png,https://static.wikia.nocookie.net/tibia/images/c/ca/None.gif/revision/latest?cb=20050621040353&path-prefix=en
Retro Summoner Outfits,Retro_Summoner_Outfits.png,https://static.wikia.nocookie.net/tibia/images/c/ca/None.gif/revision/latest?cb=20050621040353&path-prefix=en
Retro Warrior Outfits,Retro_Warrior_Outfits.png,https://static.wikia.nocookie.net/tibia/images/c/ca/None.gif/revision/latest?cb=20050621040353&path-prefix=en
Revenant Outfits,Revenant_Outfits.png,https://static.wikia.nocookie.net/tibia/images/b/bf/Outfit_Revenant_Female_Addon_3.gif/revision/latest?cb=20230730035205&path-prefix=en
Rift Warrior Outfits,Rift_Warrior_Outfits.png,https://static.wikia.nocookie.net/tibia/images/d/d9/Outfit_Rift_Warrior_Female_Addon_3.gif/revision/latest?cb=20160319172009&path-prefix=en
Rootwalker Outfits,Rootwalker_Outfits.png,https://static.wikia.nocookie.net/tibia/images/3/30/Outfit_Rootwalker_Female_Addon_3.gif/revision/latest?cb=20240617092036&path-prefix=en
Royal Bounacean Advisor Outfits,Royal_Bounacean_Advisor_Outfits.png,https://static.wikia.nocookie.net/tibia/images/7/7b/Outfit_Royal_Bounacean_Advisor_Female_Addon_3.gif/revision/latest?cb=20210611030415&path-prefix=en
Royal Costume Outfits,Royal_Costume_Outfits.png,https://static.wikia.nocookie.net/tibia/images/3/31/Outfit_Royal_Costume_Female_Addon_3.gif/revision/latest?cb=20211125152430&path-prefix=en
Royal Pumpkin Outfits,Royal_Pumpkin_Outfits.png,https://static.wikia.nocookie.net/tibia/images/c/c2/Outfit_Royal_Pumpkin_Female_Addon_3.gif/revision/latest?cb=20151031004639&path-prefix=en
Rune Master Outfits,Rune_Master_Outfits.png,https://static.wikia.nocookie.net/tibia/images/d/d1/Outfit_Rune_Master_Female_Addon_3.gif/revision/latest?cb=20230730035303&path-prefix=en
Sea Dog Outfits,Sea_Dog_Outfits.png,https://static.wikia.nocookie.net/tibia/images/d/d1/Outfit_Sea_Dog_Female_Addon_3.gif/revision/latest?cb=20150812091816&path-prefix=en
Seaweaver Outfits,Seaweaver_Outfits.png,https://static.wikia.nocookie.net/tibia/images/5/54/Outfit_Seaweaver_Female_Addon_3.gif/revision/latest?cb=20150512133846&path-prefix=en
Shadowlotus Disciple Outfits,Shadowlotus_Disciple_Outfits.png,https://static.wikia.nocookie.net/tibia/images/8/83/Outfit_Shadowlotus_Disciple_Female_Addon_3.gif/revision/latest?cb=20221018225036&path-prefix=en
Shaman Outfits,Shaman_Outfits.png,https://static.wikia.nocookie.net/tibia/images/a/a3/Outfit_Shaman_Female_Addon_3.gif/revision/latest?cb=20060830042726&path-prefix=en
Siege Master Outfits,Siege_Master_Outfits.png,https://static.wikia.nocookie.net/tibia/images/8/80/Outfit_Siege_Master_Female_Addon_3.gif/revision/latest?cb=20180216133913&path-prefix=en
Sinister Archer Outfits,Sinister_Archer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/8/83/Outfit_Sinister_Archer_Female_Addon_3.gif/revision/latest?cb=20180717211638&path-prefix=en
Soil Guardian Outfits,Soil_Guardian_Outfits.png,https://static.wikia.nocookie.net/tibia/images/b/b6/Outfit_Soil_Guardian_Female_Addon_3.gif/revision/latest?cb=20120627192813&path-prefix=en
Spirit Caller Outfits,Spirit_Caller_Outfits.png,https://static.wikia.nocookie.net/tibia/images/f/f6/Outfit_Spirit_Caller_Female_Addon_3.gif/revision/latest?cb=20150507232405&path-prefix=en
Summoner Outfits,Summoner_Outfits.png,https://static.wikia.nocookie.net/tibia/images/1/14/Outfit_Summoner_Female_Addon_3.gif/revision/latest?cb=20070321030530&path-prefix=en
Sun Priest Outfits,Sun_Priest_Outfits.png,https://static.wikia.nocookie.net/tibia/images/d/dc/Outfit_Sun_Priest_Female_Addon_3.gif/revision/latest?cb=20171223113019&path-prefix=en
Trailblazer Outfits,Trailblazer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/c/cb/Outfit_Trailblazer_Female_Addon_3.gif/revision/latest?cb=20230730035544&path-prefix=en
Trophy Hunter Outfits,Trophy_Hunter_Outfits.png,https://static.wikia.nocookie.net/tibia/images/8/8a/Outfit_Trophy_Hunter_Female_Addon_3.gif/revision/latest?cb=20170610084444&path-prefix=en
Veteran Paladin Outfits,Veteran_Paladin_Outfits.png,https://static.wikia.nocookie.net/tibia/images/1/1c/Outfit_Veteran_Paladin_Female_Addon_3.gif/revision/latest?cb=20230730084853&path-prefix=en
Void Master Outfits,Void_Master_Outfits.png,https://static.wikia.nocookie.net/tibia/images/f/f3/Outfit_Void_Master_Female_Addon_3.gif/revision/latest?cb=20230730035703&path-prefix=en
Warmaster Outfits,Warmaster_Outfits.png,https://static.wikia.nocookie.net/tibia/images/8/88/Outfit_Warmaster_Female_Addon_3.gif/revision/latest?cb=20091211115940&path-prefix=en
Warrior Outfits,Warrior_Outfits.png,https://static.wikia.nocookie.net/tibia/images/5/59/Outfit_Warrior_Female_Addon_3.gif/revision/latest?cb=20060829022826&path-prefix=en
Wayfarer Outfits,Wayfarer_Outfits.png,https://static.wikia.nocookie.net/tibia/images/c/c5/Outfit_Wayfarer_Female_Addon_3.gif/revision/latest?cb=20100628085203&path-prefix=en
Winged Druid Outfits,Winged_Druid_Outfits.png,https://static.wikia.nocookie.net/tibia/images/3/39/Outfit_Winged_Druid_Female_Addon_3.gif/revision/latest?cb=20250305161523&path-prefix=en
Winter Warden Outfits,Winter_Warden_Outfits.png,https://static.wikia.nocookie.net/tibia/images/9/90/Outfit_Winter_Warden_Female_Addon_3.gif/revision/latest?cb=20160319170227&path-prefix=en
Wizard Outfits,Wizard_Outfits.png,https://static.wikia.nocookie.net/tibia/images/8/86/Outfit_Wizard_Female_Addon_3.gif/revision/latest?cb=20060830000105&path-prefix=en
Yalaharian Outfits,Yalaharian_Outfits.png,https://static.wikia.nocookie.net/tibia/images/3/37/Outfit_Yalaharian_Female_Addon_3.gif/revision/latest?cb=20140905175421&path-prefix=en
